name	lat	lon
House_Wren	39,7050372	-121,8409771
House_Wren	39,7052432	-121,8460359
House_Wren	39,4542215	-121,6152191
House_Wren	39,32826	-121,83991
House_Wren	39,4542215	-121,6152191
House_Wren	39,322878	-121,8361473
House_Wren	39,322878	-121,8361473
House_Wren	39,4542215	-121,6152191
House_Wren	39,322878	-121,8361473
House_Wren	39,5023274	-121,6640753
House_Wren	39,322878	-121,8361473
House_Wren	38,7523597	-121,0579044
House_Wren	38,7479	-121,0599187
House_Wren	38,7481928	-121,0590792
House_Wren	38,7510042	-121,0491657
House_Wren	38,7836271	-120,4065986
House_Wren	38,586576	-121,047754
House_Wren	38,6127457	-121,0693099
House_Wren	38,6779385	-121,0214853
House_Wren	38,7480422	-120,9372318
House_Wren	38,7510042	-121,0491657
House_Wren	38,7368415	-120,7539917
House_Wren	38,744578	-121,0235023
House_Wren	38,6779385	-121,0214853
House_Wren	38,7510042	-121,0491657
House_Wren	38,783557	-120,406708
House_Wren	38,6005311	-121,041398
House_Wren	38,7510042	-121,0491657
House_Wren	38,8954419	-120,0359559
House_Wren	38,7761135	-120,4359454
House_Wren	38,9351442	-120,0526714
House_Wren	38,729107	-121,0692724
House_Wren	38,7835467	-120,4066221
House_Wren	38,9379754	-120,9564967
House_Wren	38,744578	-121,0235023
House_Wren	38,8097926	-120,9451067
House_Wren	38,8097926	-120,9451067
House_Wren	38,8097926	-120,9451067
House_Wren	38,7510042	-121,0491657
House_Wren	38,7510042	-121,0491657
House_Wren	38,7510042	-121,0491657
House_Wren	38,7510042	-121,0491657
House_Wren	38,783557	-120,406708
House_Wren	38,783426	-120,406821
House_Wren	38,586576	-121,047754
House_Wren	38,6779385	-121,0214853
House_Wren	38,776095	-120,436179
House_Wren	38,744578	-121,0235023
House_Wren	38,9307043	-120,0738716
House_Wren	38,744578	-121,0235023
House_Wren	38,776095	-120,436179
House_Wren	38,7480422	-120,9372318
House_Wren	38,8224238	-120,9469843
House_Wren	38,8224238	-120,9469843
House_Wren	38,7756747	-120,4331481
House_Wren	38,7510042	-121,0491657
House_Wren	38,7510042	-121,0491657
House_Wren	38,8097926	-120,9451067
House_Wren	38,7836621	-120,4066157
House_Wren	38,6779385	-121,0214853
House_Wren	38,7510042	-121,0491657
House_Wren	38,6779385	-121,0214853
House_Wren	38,9082332	-120,0591516
House_Wren	38,598113	-121,024529
House_Wren	38,8815565	-120,0411565
House_Wren	38,7761135	-120,4359454
House_Wren	38,597447	-121,0195
House_Wren	38,8603672	-120,0467603
House_Wren	38,7309831	-120,7987118
House_Wren	38,7897573	-120,3503111
House_Wren	38,7510042	-121,0491657
House_Wren	38,9099029	-120,0357199
House_Wren	38,7690634	-120,3293857
House_Wren	38,674199	-121,059525
House_Wren	38,5901075	-121,0432863
House_Wren	38,7510042	-121,0491657
House_Wren	38,8603672	-120,0467603
House_Wren	38,8009553	-120,8883297
House_Wren	38,8003332	-120,3753176
House_Wren	38,8009553	-120,8883297
House_Wren	38,7976441	-120,8974707
House_Wren	38,7976441	-120,8974707
House_Wren	38,8809779	-121,0264206
House_Wren	38,6127457	-121,0693099
House_Wren	38,7932692	-120,2631585
House_Wren	38,5958097	-121,0357332
House_Wren	38,7801124	-120,4279259
House_Wren	38,6127457	-121,0693099
House_Wren	38,8097926	-120,9451067
House_Wren	38,7801124	-120,4279259
House_Wren	38,9383234	-120,0552715
House_Wren	38,881165	-120,125049
House_Wren	38,8299607	-120,36239
House_Wren	38,6127457	-121,0693099
House_Wren	38,8098511	-120,9452355
House_Wren	38,5985969	-121,0298781
House_Wren	38,9405588	-120,342723
House_Wren	38,8299607	-120,36239
House_Wren	38,8346655	-120,0447913
House_Wren	38,5988548	-121,0207818
House_Wren	38,5982582	-121,0298431
House_Wren	38,5990129	-121,021021
House_Wren	38,9351442	-120,0526714
House_Wren	38,9351442	-120,0526714
House_Wren	38,5989522	-121,0231544
House_Wren	38,593718	-121,041539
House_Wren	38,7801124	-120,4279259
House_Wren	38,5988747	-121,0210585
House_Wren	38,5958097	-121,0357332
House_Wren	38,6127457	-121,0693099
House_Wren	38,5988548	-121,0207818
House_Wren	38,9082332	-120,0591516
House_Wren	38,6127457	-121,0693099
House_Wren	38,9082332	-120,0591516
House_Wren	38,6127457	-121,0693099
House_Wren	38,5989522	-121,0231544
House_Wren	38,6127457	-121,0693099
House_Wren	38,8123405	-120,3777193
House_Wren	38,8299607	-120,36239
House_Wren	38,6127457	-121,0693099
House_Wren	38,6409419	-120,2484512
House_Wren	38,8097926	-120,9451067
House_Wren	38,5982582	-121,0298431
House_Wren	38,5982582	-121,0298431
House_Wren	38,5982582	-121,0298431
House_Wren	38,905322	-120,075539
House_Wren	38,6127457	-121,0693099
House_Wren	38,6127457	-121,0693099
House_Wren	38,9397508	-119,9931049
House_Wren	38,6127457	-121,0693099
House_Wren	38,5982582	-121,0298431
House_Wren	38,8346655	-120,0447913
House_Wren	38,8126039	-120,0337219
House_Wren	38,7510042	-121,0491657
House_Wren	38,6127457	-121,0693099
House_Wren	38,6409419	-120,2484512
House_Wren	38,6127457	-121,0693099
House_Wren	39,030033	-120,2083376
House_Wren	38,8603672	-120,0467603
House_Wren	38,8079877	-120,3749492
House_Wren	38,5991134	-121,022526
House_Wren	38,9082332	-120,0591516
House_Wren	38,5958097	-121,0357332
House_Wren	38,6127457	-121,0693099
House_Wren	38,7928289	-120,3477014
House_Wren	38,5991134	-121,022526
House_Wren	38,8003332	-120,3753176
House_Wren	38,8003332	-120,3753176
House_Wren	38,8779622	-120,0907888
House_Wren	38,5949935	-121,0393381
House_Wren	38,8079877	-120,3749492
House_Wren	38,8003332	-120,3753176
House_Wren	38,9397508	-119,9931049
House_Wren	38,689353	-120,976249
House_Wren	38,5958097	-121,0357332
House_Wren	38,7504163	-120,8718855
House_Wren	38,9214562	-120,0572205
House_Wren	38,8003332	-120,3753176
House_Wren	38,8779622	-120,0907888
House_Wren	38,7801124	-120,4279259
House_Wren	38,8126039	-120,0337219
House_Wren	38,8346655	-120,0447913
House_Wren	38,6127457	-121,0693099
House_Wren	38,6127457	-121,0693099
House_Wren	38,6127457	-121,0693099
House_Wren	38,9351442	-120,0526714
House_Wren	38,8779622	-120,0907888
House_Wren	39,052385	-120,1190186
House_Wren	39,052385	-120,1190186
House_Wren	39,052385	-120,1190186
House_Wren	39,052385	-120,1190186
House_Wren	39,052385	-120,1190186
House_Wren	38,8346655	-120,0447913
House_Wren	38,9006522	-119,9677849
House_Wren	38,9322608	-119,9860933
House_Wren	38,5989522	-121,0231544
House_Wren	38,8079877	-120,3749492
House_Wren	38,8079877	-120,3749492
House_Wren	38,9322608	-119,9860933
House_Wren	38,9351442	-120,0526714
House_Wren	38,9006522	-119,9677849
House_Wren	38,8452808	-120,2358606
House_Wren	38,8155091	-120,2177367
House_Wren	38,8155091	-120,2177367
House_Wren	38,884988	-120,073376
House_Wren	38,7873228	-120,3489006
House_Wren	38,9344432	-120,039719
House_Wren	38,8155091	-120,2177367
House_Wren	38,884988	-120,073376
House_Wren	38,884988	-120,073376
House_Wren	38,5991134	-121,022526
House_Wren	38,8892959	-120,0945568
House_Wren	38,8452808	-120,2358606
House_Wren	38,847147	-120,235822
House_Wren	38,8155091	-120,2177367
House_Wren	38,847147	-120,235822
House_Wren	38,7903858	-120,405221
House_Wren	38,7873228	-120,3489006
House_Wren	38,9672506	-120,3570331
House_Wren	38,9397508	-119,9931049
House_Wren	39,0350055	-120,1263647
House_Wren	38,847147	-120,235822
House_Wren	38,847147	-120,235822
House_Wren	38,8452808	-120,2358606
House_Wren	38,8003332	-120,3753176
House_Wren	38,8155091	-120,2177367
House_Wren	38,8346655	-120,0447913
House_Wren	38,8779622	-120,0907888
House_Wren	38,9099029	-120,0357199
House_Wren	38,9082332	-120,0591516
House_Wren	38,918655	-119,984231
House_Wren	38,9389497	-120,0017738
House_Wren	38,5991134	-121,022526
House_Wren	38,81183	-120,033377
House_Wren	38,8155091	-120,2177367
House_Wren	39,052385	-120,1190186
House_Wren	38,8346655	-120,0447913
House_Wren	38,81183	-120,033377
House_Wren	39,030033	-120,2083376
House_Wren	38,8155091	-120,2177367
House_Wren	38,8346655	-120,0447913
House_Wren	38,9397508	-119,9931049
House_Wren	38,8346655	-120,0447913
House_Wren	38,8346655	-120,0447913
House_Wren	38,8346655	-120,0447913
House_Wren	38,9082332	-120,0591516
House_Wren	38,9099029	-120,0357199
House_Wren	38,7075077	-120,5961728
House_Wren	38,7309831	-120,7987118
House_Wren	38,7309831	-120,7987118
House_Wren	38,7309831	-120,7987118
House_Wren	38,6886087	-121,100332
House_Wren	38,6226599	-121,0705175
House_Wren	38,7510042	-121,0491657
House_Wren	37,020151	-119,3861532
House_Wren	37,0853267	-119,226122
House_Wren	36,7339317	-118,9900875
House_Wren	36,7339317	-118,9900875
House_Wren	37,1909547	-118,7347412
House_Wren	36,978016	-119,730934
House_Wren	36,7908658	-118,9067674
House_Wren	36,7908658	-118,9067674
House_Wren	36,7908658	-118,9067674
House_Wren	36,791706	-118,5681588
House_Wren	36,9094114	-119,7616625
House_Wren	36,2326636	-120,5537388
House_Wren	36,8037418	-118,9591476
House_Wren	36,978016	-119,730934
House_Wren	36,7908658	-118,9067674
House_Wren	37,0389414	-119,2420006
House_Wren	37,0389414	-119,2420006
House_Wren	37,1553914	-119,0730858
House_Wren	36,7960981	-118,5828102
House_Wren	36,7960981	-118,5828102
House_Wren	37,0436803	-119,4244594
House_Wren	37,0436803	-119,4244594
House_Wren	37,3191534	-119,1864824
House_Wren	36,3302743	-120,5751514
House_Wren	36,3302743	-120,5751514
House_Wren	37,0895551	-119,5510662
House_Wren	37,3191534	-119,1864824
House_Wren	37,2963835	-119,1024399
House_Wren	36,229615	-120,5730057
House_Wren	36,9634548	-119,4106793
House_Wren	36,7573155	-119,1010666
House_Wren	37,4108348	-118,9268088
House_Wren	36,9879649	-119,7183609
House_Wren	36,0970457	-120,524271
House_Wren	36,0970457	-120,524271
House_Wren	37,2765116	-118,9748096
House_Wren	37,2765116	-118,9748096
House_Wren	36,7159	-120,3195
House_Wren	37,1628725	-119,0808535
House_Wren	37,1628725	-119,0808535
House_Wren	36,762651	-119,4496465
House_Wren	36,7853129	-119,4102538
House_Wren	36,7025838	-119,5106077
House_Wren	36,9899393	-119,6888351
House_Wren	36,7853129	-119,4102538
House_Wren	37,0203381	-119,4573069
House_Wren	37,0203381	-119,4573069
House_Wren	36,7853129	-119,4102538
House_Wren	36,7853129	-119,4102538
House_Wren	37,0203381	-119,4573069
House_Wren	36,978016	-119,730934
House_Wren	36,7072926	-119,0102953
House_Wren	36,7072926	-119,0102953
House_Wren	36,7072926	-119,0102953
House_Wren	36,229615	-120,5730057
House_Wren	36,978016	-119,730934
House_Wren	36,229615	-120,5730057
House_Wren	36,978016	-119,730934
House_Wren	36,7380994	-119,4657397
House_Wren	36,7380994	-119,4657397
House_Wren	36,229615	-120,5730057
House_Wren	36,7853129	-119,4102538
House_Wren	36,9879649	-119,7183609
House_Wren	36,7281362	-119,7032708
House_Wren	36,9401475	-119,3663532
House_Wren	36,8037418	-118,9591476
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,581527	-119,461181
House_Wren	36,978016	-119,730934
House_Wren	37,08491	-119,17044
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,7853129	-119,4102538
House_Wren	36,7281362	-119,7032708
House_Wren	36,1293309	-120,5435264
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,6987049	-119,0059662
House_Wren	36,8037418	-118,9591476
House_Wren	36,978016	-119,730934
House_Wren	36,394196	-120,356325
House_Wren	36,86695	-119,784874
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	37,0981301	-119,2852592
House_Wren	37,2016137	-118,7369209
House_Wren	37,2016137	-118,7369209
House_Wren	37,2016137	-118,7369209
House_Wren	37,0525585	-118,5644191
House_Wren	37,0525585	-118,5644191
House_Wren	37,0879596	-118,5597752
House_Wren	37,1126223	-118,6232546
House_Wren	37,0879596	-118,5597752
House_Wren	37,1126223	-118,6232546
House_Wren	37,1126223	-118,6232546
House_Wren	37,1126223	-118,6232546
House_Wren	37,1125182	-118,6709818
House_Wren	37,1125182	-118,6709818
House_Wren	37,0733887	-118,6108277
House_Wren	37,0733887	-118,6108277
House_Wren	37,0987836	-118,5980264
House_Wren	37,0987836	-118,5980264
House_Wren	37,1996996	-118,7630328
House_Wren	37,1996996	-118,7630328
House_Wren	37,1785358	-118,7644327
House_Wren	37,1785358	-118,7644327
House_Wren	37,1785358	-118,7644327
House_Wren	37,1996996	-118,7630328
House_Wren	36,394196	-120,356325
House_Wren	36,8503224	-119,8872006
House_Wren	37,0313362	-119,6515846
House_Wren	36,8179545	-118,8868546
House_Wren	37,0853267	-119,226122
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,394196	-120,356325
House_Wren	36,4295699	-119,9616051
House_Wren	36,9972831	-119,5933056
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,9066512	-119,7576824
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,394196	-120,356325
House_Wren	36,8515017	-119,9033
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,9327697	-119,7521242
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,394196	-120,356325
House_Wren	36,7856274	-118,397748
House_Wren	36,7047606	-119,8916531
House_Wren	36,7047606	-119,8916531
House_Wren	36,9843175	-119,7226524
House_Wren	36,887344	-119,7851372
House_Wren	36,394196	-120,356325
House_Wren	36,7849502	-120,8028008
House_Wren	36,978016	-119,730934
House_Wren	36,394196	-120,356325
House_Wren	36,8111401	-120,1121092
House_Wren	37,0632822	-119,1556149
House_Wren	37,3281266	-119,0155792
House_Wren	37,1596667	-119,2869759
House_Wren	37,1596667	-119,2869759
House_Wren	37,0987291	-119,310236
House_Wren	36,394196	-120,356325
House_Wren	37,1094421	-119,3010092
House_Wren	36,8100297	-118,4005702
House_Wren	36,7408335	-119,7630465
House_Wren	37,3337144	-119,1541529
House_Wren	36,9868114	-119,7173041
House_Wren	36,978016	-119,730934
House_Wren	36,7408335	-119,7630465
House_Wren	36,5201904	-120,3638077
House_Wren	36,9843175	-119,7226524
House_Wren	36,39241	-120,347172
House_Wren	36,7408335	-119,7630465
House_Wren	36,8480322	-119,879463
House_Wren	36,8503224	-119,8872006
House_Wren	36,9329132	-119,7524357
House_Wren	36,9857573	-119,7209573
House_Wren	36,978016	-119,730934
House_Wren	36,9857573	-119,7209573
House_Wren	36,9857573	-119,7209573
House_Wren	36,9857573	-119,7209573
House_Wren	36,978016	-119,730934
House_Wren	36,9857573	-119,7209573
House_Wren	36,978016	-119,730934
House_Wren	36,8217562	-120,0582504
House_Wren	36,978016	-119,730934
House_Wren	36,978016	-119,730934
House_Wren	36,39241	-120,347172
House_Wren	36,94303	-119,19415
House_Wren	36,9901279	-119,7120094
House_Wren	36,978016	-119,730934
House_Wren	37,088511	-119,5566988
House_Wren	36,978016	-119,730934
House_Wren	37,027079	-119,5830739
House_Wren	36,978016	-119,730934
House_Wren	37,0133333	-119,4513889
House_Wren	36,9857573	-119,7209573
House_Wren	37,0951	-119,25471
House_Wren	37,00367	-118,95253
House_Wren	37,00367	-118,95253
House_Wren	37,00367	-118,95253
House_Wren	37,00367	-118,95253
House_Wren	37,04073	-119,09968
House_Wren	36,98742	-119,03008
House_Wren	37,1596667	-119,2869759
House_Wren	37,1094421	-119,3010092
House_Wren	37,1094421	-119,3010092
House_Wren	37,0927045	-119,1965103
House_Wren	36,9746668	-118,9480305
House_Wren	37,0546	-118,51461
House_Wren	37,09785	-119,28739
House_Wren	37,04239	-118,51582
House_Wren	37,2117464	-119,2670739
House_Wren	36,9981338	-119,1178453
House_Wren	37,0961961	-119,2306709
House_Wren	36,7408335	-119,7630465
House_Wren	36,978016	-119,730934
House_Wren	36,39241	-120,347172
House_Wren	36,9972831	-119,5933056
House_Wren	36,9857573	-119,7209573
House_Wren	36,9972831	-119,5933056
House_Wren	36,39241	-120,347172
House_Wren	36,1159675	-120,5227661
House_Wren	36,9972831	-119,5933056
House_Wren	36,91818	-119,76514
House_Wren	37,0133333	-119,4513889
House_Wren	37,0987291	-119,310236
House_Wren	37,1031103	-119,3175745
House_Wren	37,1031103	-119,3175745
House_Wren	36,7729925	-119,2759895
House_Wren	36,7435213	-119,0029782
House_Wren	37,33811	-119,0423
House_Wren	36,7433115	-118,9679553
House_Wren	37,05416	-119,18022
House_Wren	37,271944	-119,1739261
House_Wren	37,0981301	-119,2852592
House_Wren	37,0571121	-119,1730356
House_Wren	37,0571121	-119,1730356
House_Wren	37,4508362	-118,9737539
House_Wren	36,39241	-120,347172
House_Wren	37,218118	-119,2360246
House_Wren	36,7408335	-119,7630465
House_Wren	36,7928591	-118,6686945
House_Wren	36,7263992	-119,732244
House_Wren	36,978016	-119,730934
House_Wren	37,1022889	-119,2607117
House_Wren	36,39241	-120,347172
House_Wren	37,0379908	-119,6483338
House_Wren	36,9913961	-119,713034
House_Wren	36,978016	-119,730934
House_Wren	36,86695	-119,784874
House_Wren	36,8480322	-119,879463
House_Wren	36,6586939	-119,4816613
House_Wren	36,7047606	-119,8916531
House_Wren	36,82092	-119,35524
House_Wren	36,7263992	-119,732244
House_Wren	36,704494	-120,8600378
House_Wren	36,704494	-120,8600378
House_Wren	36,9054308	-119,4639587
House_Wren	37,0313362	-119,6515846
House_Wren	37,0203381	-119,4573069
House_Wren	37,0121484	-119,4588947
House_Wren	37,0203381	-119,4573069
House_Wren	36,6586939	-119,4816613
House_Wren	36,7867416	-119,4128036
House_Wren	37,0121484	-119,4588947
House_Wren	36,8120334	-118,8864899
House_Wren	36,7433115	-118,9679553
House_Wren	37,05415	-119,17586
House_Wren	37,1596667	-119,2869759
House_Wren	37,09755	-119,3042333
House_Wren	37,0885966	-119,1565132
House_Wren	37,2132416	-119,2696381
House_Wren	37,218118	-119,2360246
House_Wren	37,218118	-119,2360246
House_Wren	37,05415	-119,17586
House_Wren	37,05415	-119,17586
House_Wren	37,05415	-119,17586
House_Wren	37,05415	-119,17586
House_Wren	37,05415	-119,17586
House_Wren	37,0452	-118,88183
House_Wren	37,0452	-118,88183
House_Wren	36,9972831	-119,5933056
House_Wren	36,978016	-119,730934
House_Wren	36,7159	-120,3195
House_Wren	36,978016	-119,730934
House_Wren	36,7912782	-119,4078255
House_Wren	36,704494	-120,8600378
House_Wren	36,82435	-119,35081
House_Wren	36,7853129	-119,4102538
House_Wren	36,9972831	-119,5933056
House_Wren	37,0203381	-119,4573069
House_Wren	36,9066512	-119,7576824
House_Wren	36,7159	-120,3195
House_Wren	36,81793	-118,88702
House_Wren	36,81373	-118,83532
House_Wren	37,0133333	-119,4513889
House_Wren	36,7888037	-119,303627
House_Wren	36,8189048	-119,3640089
House_Wren	37,32684	-119,0172
House_Wren	37,15563	-119,27637
House_Wren	37,38263	-119,01927
House_Wren	36,94937	-119,05801
House_Wren	37,27393	-119,13395
House_Wren	37,15795	-119,27645
House_Wren	36,99369	-118,96296
House_Wren	37,0818266	-119,3086159
House_Wren	36,95862	-119,0475
House_Wren	37,33194	-119,07122
House_Wren	37,16726	-119,34401
